original_url,local_file,status
https://upload.wikimedia.org/wikipedia/commons/2/23/Olympus_Mons_alt.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/2/23/Olympus_Mons_alt.jpg
https://upload.wikimedia.org/wikipedia/commons/2/29/Wow_signal.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/2/29/Wow_signal.jpg
https://upload.wikimedia.org/wikipedia/commons/2/2a/Lspn_comet_halley.jpg,Lspn_comet_halley.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/2/2b/Jupiter_and_its_shrunken_Great_Red_Spot.jpg,Jupiter_and_its_shrunken_Great_Red_Spot.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/2/2f/Habitable_zone-en.svg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/2/2f/Habitable_zone-en.svg
https://upload.wikimedia.org/wikipedia/commons/3/30/Arecibo_message.svg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/3/30/Arecibo_message.svg
https://upload.wikimedia.org/wikipedia/commons/3/30/Oort_cloud_and_solar_system.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/3/30/Oort_cloud_and_solar_system.jpg
https://upload.wikimedia.org/wikipedia/commons/3/30/Pulsar_schematic.svg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/3/30/Pulsar_schematic.svg
https://upload.wikimedia.org/wikipedia/commons/3/36/Hoba_Meteorite.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/3/36/Hoba_Meteorite.jpg
https://upload.wikimedia.org/wikipedia/commons/3/39/GodfreyKneller-IsaacNewton-1689.jpg,GodfreyKneller-IsaacNewton-1689.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/3/3c/Ilc_9yr_moll4096.png,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/3/3c/Ilc_9yr_moll4096.png
https://upload.wikimedia.org/wikipedia/commons/3/3c/Stonehenge2007_07_30.jpg,Stonehenge2007_07_30.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/3/3d/Uranus2.jpg,Uranus2.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/3/3f/Alpha_Centauri_system.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/3/3f/Alpha_Centauri_system.jpg
https://upload.wikimedia.org/wikipedia/commons/3/3f/HST-SM4.jpeg,HST-SM4.jpeg,OK
https://upload.wikimedia.org/wikipedia/commons/3/3f/Mercury_and_Venus.png,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/3/3f/Mercury_and_Venus.png
https://upload.wikimedia.org/wikipedia/commons/4/41/Geometry_of_a_Lunar_Eclipse.svg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/4/41/Geometry_of_a_Lunar_Eclipse.svg
https://upload.wikimedia.org/wikipedia/commons/4/41/James_Webb_Space_Telescope_model.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/4/41/James_Webb_Space_Telescope_model.jpg
https://upload.wikimedia.org/wikipedia/commons/4/4a/Mercury_in_true_color.jpg,Mercury_in_true_color.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/4/4b/Meteor_in_the_night_sky.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/4/4b/Meteor_in_the_night_sky.jpg
https://upload.wikimedia.org/wikipedia/commons/4/4c/Edwin_Hubble.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/4/4c/Edwin_Hubble.jpg
https://upload.wikimedia.org/wikipedia/commons/4/4e/Io_highest_resolution_true_color.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/4/4e/Io_highest_resolution_true_color.jpg
https://upload.wikimedia.org/wikipedia/commons/4/4f/Black_hole_-_Messier_87_crop_max_res.jpg,Black_hole_-_Messier_87_crop_max_res.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/5/52/Meteorid_shower_1_edit.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/5/52/Meteorid_shower_1_edit.jpg
https://upload.wikimedia.org/wikipedia/commons/5/53/Asteroid_falling_to_Earth.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/5/53/Asteroid_falling_to_Earth.jpg
https://upload.wikimedia.org/wikipedia/commons/5/53/Falcon_Heavy_Fairing.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/5/53/Falcon_Heavy_Fairing.jpg
https://upload.wikimedia.org/wikipedia/commons/5/53/Gravity_action-reaction.png,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/5/53/Gravity_action-reaction.png
https://upload.wikimedia.org/wikipedia/commons/5/56/Neptune_Full.jpg,Neptune_Full.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/5/5c/Phobos_and_Deimos.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/5/5c/Phobos_and_Deimos.jpg
https://upload.wikimedia.org/wikipedia/commons/5/5e/Wormhole_travel.png,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/5/5e/Wormhole_travel.png
https://upload.wikimedia.org/wikipedia/commons/6/60/Voyager_spacecraft_model.png,Voyager_spacecraft_model.png,OK
https://upload.wikimedia.org/wikipedia/commons/6/61/Meteor_burst.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/6/61/Meteor_burst.jpg
https://upload.wikimedia.org/wikipedia/commons/6/67/Solar_wind.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/6/67/Solar_wind.jpg
https://upload.wikimedia.org/wikipedia/commons/6/69/Escape_velocity.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/6/69/Escape_velocity.jpg
https://upload.wikimedia.org/wikipedia/commons/6/69/Gravity_assist.png,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/6/69/Gravity_assist.png
https://upload.wikimedia.org/wikipedia/commons/6/69/Heliosphere_diagram.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/6/69/Heliosphere_diagram.jpg
https://upload.wikimedia.org/wikipedia/commons/6/6b/Arecibo_Observatory_Aerial_View.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/6/6b/Arecibo_Observatory_Aerial_View.jpg
https://upload.wikimedia.org/wikipedia/commons/6/6c/Exoplanet_Comparison.png,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/6/6c/Exoplanet_Comparison.png
https://upload.wikimedia.org/wikipedia/commons/6/6c/Valles_Marineris_on_Mars.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/6/6c/Valles_Marineris_on_Mars.jpg
https://upload.wikimedia.org/wikipedia/commons/6/6f/CMB_Timeline300_no_WMAP.jpg,CMB_Timeline300_no_WMAP.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/7/75/Asteroid_belt.svg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/7/75/Asteroid_belt.svg
https://upload.wikimedia.org/wikipedia/commons/7/76/Ceres_-_RC3_-_Haulani_Crater_%2822381131691%29_%28cropped%29.jpg,Ceres_-_RC3_-_Haulani_Crater_(22381131691)_(cropped).jpg,OK
https://upload.wikimedia.org/wikipedia/commons/7/77/Enceladus_plumes.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/7/77/Enceladus_plumes.jpg
https://upload.wikimedia.org/wikipedia/commons/7/77/Exoplanet_Atmosphere.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/7/77/Exoplanet_Atmosphere.jpg
https://upload.wikimedia.org/wikipedia/commons/7/77/Henrietta_Swan_Leavitt.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/7/77/Henrietta_Swan_Leavitt.jpg
https://upload.wikimedia.org/wikipedia/commons/8/85/Venus_globe.jpg,Venus_globe.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/8/86/Eratosthenes_measure_of_Earth_circumference.svg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/8/86/Eratosthenes_measure_of_Earth_circumference.svg
https://upload.wikimedia.org/wikipedia/commons/8/87/Chandrayaan-3_Vikram_Lander_from_Pragyan_Rover.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/8/87/Chandrayaan-3_Vikram_Lander_from_Pragyan_Rover.jpg
https://upload.wikimedia.org/wikipedia/commons/8/87/Earth%27s_Location_in_the_Universe_SMALLER_%28JPEG%29.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/8/87/Earth%27s_Location_in_the_Universe_SMALLER_%28JPEG%29.jpg
https://upload.wikimedia.org/wikipedia/commons/8/87/Enceladus_geysers_PIA07799.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/8/87/Enceladus_geysers_PIA07799.jpg
https://upload.wikimedia.org/wikipedia/commons/8/8c/Astrolabium_1.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/8/8c/Astrolabium_1.jpg
https://upload.wikimedia.org/wikipedia/commons/8/8c/Black_Hole_Event_Horizon.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/8/8c/Black_Hole_Event_Horizon.jpg
https://upload.wikimedia.org/wikipedia/commons/8/8c/Comet_67P_on_19_September_2014_NavCam_mosaic.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/8/8c/Comet_67P_on_19_September_2014_NavCam_mosaic.jpg
https://upload.wikimedia.org/wikipedia/commons/8/8f/Philae_lander.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/8/8f/Philae_lander.jpg
https://upload.wikimedia.org/wikipedia/commons/9/90/Lunar_eclipse_April_15_2014_California_by_Alfredo_Garcia_Jr.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/9/90/Lunar_eclipse_April_15_2014_California_by_Alfredo_Garcia_Jr.jpg
https://upload.wikimedia.org/wikipedia/commons/9/90/Sun_red_giant.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/9/90/Sun_red_giant.jpg
https://upload.wikimedia.org/wikipedia/commons/9/91/Drake_equation.svg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/9/91/Drake_equation.svg
https://upload.wikimedia.org/wikipedia/commons/9/91/William_Herschel01.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/9/91/William_Herschel01.jpg
https://upload.wikimedia.org/wikipedia/commons/9/97/The_Earth_seen_from_Apollo_17.jpg,The_Earth_seen_from_Apollo_17.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/9/98/Andromeda_Galaxy_%28with_h-alpha%29.jpg,Andromeda_Galaxy_(with_h-alpha).jpg,OK
https://upload.wikimedia.org/wikipedia/commons/9/9a/Soyuz_TMA-9_launch.jpg,Soyuz_TMA-9_launch.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/9/9f/Chandrayaan-3_Lander.png,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/9/9f/Chandrayaan-3_Lander.png
https://upload.wikimedia.org/wikipedia/commons/a/a2/Moon_phases_en.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/a/a2/Moon_phases_en.jpg
https://upload.wikimedia.org/wikipedia/commons/a/a6/Triton_moon_mosaic_Voyager_2_%28large%29.jpg,Triton_moon_mosaic_Voyager_2_(large).jpg,OK
https://upload.wikimedia.org/wikipedia/commons/a/a9/PIA23791-Venus-NewlyProcessedView-20200608.jpg,PIA23791-Venus-NewlyProcessedView-20200608.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/a/ad/Cosmological_expansion.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/a/ad/Cosmological_expansion.jpg
https://upload.wikimedia.org/wikipedia/commons/a/af/Debris-LEO1280.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/a/af/Debris-LEO1280.jpg
https://upload.wikimedia.org/wikipedia/commons/a/af/Light_dispersion_conceptual.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/a/af/Light_dispersion_conceptual.jpg
https://upload.wikimedia.org/wikipedia/commons/a/af/Saturn_Hexagon.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/a/af/Saturn_Hexagon.jpg
https://upload.wikimedia.org/wikipedia/commons/b/b2/Eagle_nebula_pillars.jpg,Eagle_nebula_pillars.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/b/b4/The_Sun_by_the_Atmospheric_Imaging_Assembly_of_NASA%27s_Solar_Dynamics_Observatory_-_20100819.jpg,The_Sun_by_the_Atmospheric_Imaging_Assembly_of_NASA's_Solar_Dynamics_Observatory_-_20100819.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/b/b5/Ganymede%2C_moon_of_Jupiter%2C_NASA.jpg,"Ganymede,_moon_of_Jupiter,_NASA.jpg",OK
https://upload.wikimedia.org/wikipedia/commons/b/be/Sputnik_1.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/b/be/Sputnik_1.jpg
https://upload.wikimedia.org/wikipedia/commons/c/c3/Solar_eclipse_1999_4_NR.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/c/c3/Solar_eclipse_1999_4_NR.jpg
https://upload.wikimedia.org/wikipedia/commons/c/c5/Artist%27s_rendering_of_ULAS_J1120%2B0641.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/c/c5/Artist%27s_rendering_of_ULAS_J1120%2B0641.jpg
https://upload.wikimedia.org/wikipedia/commons/c/c5/Redshift_blueshift.svg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/c/c5/Redshift_blueshift.svg
https://upload.wikimedia.org/wikipedia/commons/c/c5/Space_Shuttle_Main_Engine.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/c/c5/Space_Shuttle_Main_Engine.jpg
https://upload.wikimedia.org/wikipedia/commons/c/c6/Sirius_A_and_B_Hubble_photo.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/c/c6/Sirius_A_and_B_Hubble_photo.jpg
https://upload.wikimedia.org/wikipedia/commons/c/c7/Saturn_during_Equinox.jpg,Saturn_during_Equinox.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/c/cb/Copernicus.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/c/cb/Copernicus.jpg
https://upload.wikimedia.org/wikipedia/commons/c/ce/Orion_constellation_map.svg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/c/ce/Orion_constellation_map.svg
https://upload.wikimedia.org/wikipedia/commons/d/d2/Voyager_spacecraft_model.png,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/d/d2/Voyager_spacecraft_model.png
https://upload.wikimedia.org/wikipedia/commons/d/d4/Apollo_13_Command_Module.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/d/d4/Apollo_13_Command_Module.jpg
https://upload.wikimedia.org/wikipedia/commons/d/d4/Dark_matter_halo.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/d/d4/Dark_matter_halo.jpg
https://upload.wikimedia.org/wikipedia/commons/d/d4/Johannes_Kepler_1610.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/d/d4/Johannes_Kepler_1610.jpg
https://upload.wikimedia.org/wikipedia/commons/d/d4/Justus_Sustermans_-_Portrait_of_Galileo_Galilei%2C_1636.jpg,"Justus_Sustermans_-_Portrait_of_Galileo_Galilei,_1636.jpg",OK
https://upload.wikimedia.org/wikipedia/commons/d/d4/Keplers_supernova.jpg,Keplers_supernova.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/d/d4/Kuiper_belt_-_Oort_cloud-en.svg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/d/d4/Kuiper_belt_-_Oort_cloud-en.svg
https://upload.wikimedia.org/wikipedia/commons/d/d4/Neutron_star_illustration.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/d/d4/Neutron_star_illustration.jpg
https://upload.wikimedia.org/wikipedia/commons/d/d6/Space_Shuttle_Atlantis_landing.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/d/d6/Space_Shuttle_Atlantis_landing.jpg
https://upload.wikimedia.org/wikipedia/commons/d/de/Kepler_space_telescope.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/d/de/Kepler_space_telescope.jpg
https://upload.wikimedia.org/wikipedia/commons/d/df/Comet_NEOWISE_July_18_2020.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/d/df/Comet_NEOWISE_July_18_2020.jpg
https://upload.wikimedia.org/wikipedia/commons/e/e0/Tardigrade.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/e/e0/Tardigrade.jpg
https://upload.wikimedia.org/wikipedia/commons/e/e1/FullMoon2010.jpg,FullMoon2010.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/e/e2/Jupiter.jpg,Jupiter.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/e/e4/Europa-moon.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/e/e4/Europa-moon.jpg
https://upload.wikimedia.org/wikipedia/commons/e/e4/Oort_cloud.png,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/e/e4/Oort_cloud.png
https://upload.wikimedia.org/wikipedia/commons/e/e5/NASA_logo.svg,NASA_logo.svg,OK
https://upload.wikimedia.org/wikipedia/commons/e/e5/Venus-real_color.jpg,Venus-real_color.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/e/ea/Black_Hole_Accretion_Disk.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/e/ea/Black_Hole_Accretion_Disk.jpg
https://upload.wikimedia.org/wikipedia/commons/e/ea/Hydrogen_discharge_tube.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/e/ea/Hydrogen_discharge_tube.jpg
https://upload.wikimedia.org/wikipedia/commons/e/ea/Valentina_Tereshkova_portrait.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/e/ea/Valentina_Tereshkova_portrait.jpg
https://upload.wikimedia.org/wikipedia/commons/e/ea/Yuri_Gagarin.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/e/ea/Yuri_Gagarin.jpg
https://upload.wikimedia.org/wikipedia/commons/e/eb/Stephen_Hawking.StarChild.jpg,Stephen_Hawking.StarChild.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/e/ec/Titan_in_true_color.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/e/ec/Titan_in_true_color.jpg
https://upload.wikimedia.org/wikipedia/commons/e/ee/Mars_Orbiter_Mission_-_Mangalyaan.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/e/ee/Mars_Orbiter_Mission_-_Mangalyaan.jpg
https://upload.wikimedia.org/wikipedia/commons/e/ee/Polaris_system.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/e/ee/Polaris_system.jpg
https://upload.wikimedia.org/wikipedia/commons/e/ef/Pluto_in_True_Color_-_High-Res.jpg,Pluto_in_True_Color_-_High-Res.jpg,OK
https://upload.wikimedia.org/wikipedia/commons/f/f3/InnerSolarSystem-en.png,InnerSolarSystem-en.png,OK
https://upload.wikimedia.org/wikipedia/commons/f/fa/Martian_rover_Curiosity_using_ChemCam_M-100_focus_stacked_-_tight_crop.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/f/fa/Martian_rover_Curiosity_using_ChemCam_M-100_focus_stacked_-_tight_crop.jpg
https://upload.wikimedia.org/wikipedia/commons/f/fb/Annular_Eclipse._Taken_from_Middlegate%2C_Nevada_on_May_20%2C_2012.jpg,,FAILED: 404 Client Error: Not Found for url: https://upload.wikimedia.org/wikipedia/commons/f/fb/Annular_Eclipse._Taken_from_Middlegate%2C_Nevada_on_May_20%2C_2012.jpg
https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Rakesh_Sharma_in_1984.jpg/800px-Rakesh_Sharma_in_1984.jpg,,FAILED: 400 Client Error: Use thumbnail sizes listed on https://w.wiki/GHai for url: https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Rakesh_Sharma_in_1984.jpg/800px-Rakesh_Sharma_in_1984.jpg
